run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20231231-12:08:08-174505,runattr,,,configname,General,,
General-0-20231231-12:08:08-174505,runattr,,,datetime,20231231-12:08:08,,
General-0-20231231-12:08:08-174505,runattr,,,datetimef,20231231-120808,,
General-0-20231231-12:08:08-174505,runattr,,,experiment,General,,
General-0-20231231-12:08:08-174505,runattr,,,inifile,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/tutorials/extensibility_routing/omnetpp.ini,,
General-0-20231231-12:08:08-174505,runattr,,,iterationvars,,,
General-0-20231231-12:08:08-174505,runattr,,,iterationvarsd,,,
General-0-20231231-12:08:08-174505,runattr,,,iterationvarsf,,,
General-0-20231231-12:08:08-174505,runattr,,,measurement,,,
General-0-20231231-12:08:08-174505,runattr,,,network,TSN_multipath,,
General-0-20231231-12:08:08-174505,runattr,,,processid,174505,,
General-0-20231231-12:08:08-174505,runattr,,,repetition,0,,
General-0-20231231-12:08:08-174505,runattr,,,replication,#0,,
General-0-20231231-12:08:08-174505,runattr,,,resultdir,results,,
General-0-20231231-12:08:08-174505,runattr,,,runnumber,0,,
General-0-20231231-12:08:08-174505,runattr,,,seedset,0,,
General-0-20231231-12:08:08-174505,config,,,image-path,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/images,,
General-0-20231231-12:08:08-174505,config,,,network,TSN_multipath,,
General-0-20231231-12:08:08-174505,config,,,sim-time-limit,100ms,,
General-0-20231231-12:08:08-174505,config,,,*.macForwardingTableConfigurator.typename,,,
General-0-20231231-12:08:08-174505,config,,,*.*.hasStreamRedundancy,true,,
General-0-20231231-12:08:08-174505,config,,,*.*.bridging.streamRelay.typename,StreamRelayLayer,,
General-0-20231231-12:08:08-174505,config,,,*.*.bridging.streamCoder.typename,StreamCoderLayer,,
General-0-20231231-12:08:08-174505,config,,,*.streamRedundancyConfigurator.typename,StreamRedundancyConfigurator,,
General-0-20231231-12:08:08-174505,config,,,*.host0.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch0.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch0.eth[1].bitrate,1300Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch0.eth[2].bitrate,1900Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch0.eth[3].bitrate,2100Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch0.eth[4].bitrate,1900Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.host1.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch1.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch1.eth[1].bitrate,1300Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch1.eth[2].bitrate,2100Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch1.eth[3].bitrate,1900Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch1.eth[4].bitrate,2200Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.host2.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch2.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch2.eth[1].bitrate,1900Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch2.eth[2].bitrate,1900Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch2.eth[3].bitrate,1800Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch2.eth[4].bitrate,1200Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch2.eth[5].bitrate,1400Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.host3.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch3.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch3.eth[1].bitrate,2200Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch3.eth[2].bitrate,1800Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch3.eth[3].bitrate,1900Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch3.eth[4].bitrate,1200Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch3.eth[5].bitrate,2000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch3.eth[6].bitrate,2000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.host4.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch4.eth[0].bitrate,1000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch4.eth[1].bitrate,2000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch4.eth[2].bitrate,1400Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.switch4.eth[3].bitrate,2000Mbps,,
General-0-20231231-12:08:08-174505,config,,,*.host2.numApps,1,,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].typename,UdpSourceApp,,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].io.destAddress,"""host0""",,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].source.packetNameFormat,"""%M-%m-%c""",,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].source.displayStringTextFormat,"""sent %p pk (%l)""",,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].source.packetLength,15B,,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].source.productionInterval,1ms,,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].display-name,type2_4,,
General-0-20231231-12:08:08-174505,config,,,*.host2.app[0].io.destPort,1000,,
General-0-20231231-12:08:08-174505,config,,,*.host0.numApps,1,,
General-0-20231231-12:08:08-174505,config,,,*.host0.app[0].typename,UdpSinkApp,,
General-0-20231231-12:08:08-174505,config,,,*.host0.app[0].io.localPort,1000,,
General-0-20231231-12:08:08-174505,config,,,*.streamRedundancyConfigurator.configuration,"[
	{
		name: ""shortest_path"",
		packetFilter: ""*-type2_4-*"",
		source: ""host2"",
		destination: ""host0"",
		trees: [[[""host2"", ""switch2"", ""switch3"", ""switch0"", ""host0""]]]
	}]",,
