run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20240118-10:29:30-106821,runattr,,,configname,General,,
General-0-20240118-10:29:30-106821,runattr,,,datetime,20240118-10:29:30,,
General-0-20240118-10:29:30-106821,runattr,,,datetimef,20240118-102930,,
General-0-20240118-10:29:30-106821,runattr,,,experiment,General,,
General-0-20240118-10:29:30-106821,runattr,,,inifile,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/tutorials/extensibility_routing/omnetpp.ini,,
General-0-20240118-10:29:30-106821,runattr,,,iterationvars,,,
General-0-20240118-10:29:30-106821,runattr,,,iterationvarsd,,,
General-0-20240118-10:29:30-106821,runattr,,,iterationvarsf,,,
General-0-20240118-10:29:30-106821,runattr,,,measurement,,,
General-0-20240118-10:29:30-106821,runattr,,,network,TSN_multipath,,
General-0-20240118-10:29:30-106821,runattr,,,processid,106821,,
General-0-20240118-10:29:30-106821,runattr,,,repetition,0,,
General-0-20240118-10:29:30-106821,runattr,,,replication,#0,,
General-0-20240118-10:29:30-106821,runattr,,,resultdir,results,,
General-0-20240118-10:29:30-106821,runattr,,,runnumber,0,,
General-0-20240118-10:29:30-106821,runattr,,,seedset,0,,
General-0-20240118-10:29:30-106821,config,,,image-path,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/images,,
General-0-20240118-10:29:30-106821,config,,,network,TSN_multipath,,
General-0-20240118-10:29:30-106821,config,,,sim-time-limit,100ms,,
General-0-20240118-10:29:30-106821,config,,,*.macForwardingTableConfigurator.typename,,,
General-0-20240118-10:29:30-106821,config,,,*.*.hasStreamRedundancy,true,,
General-0-20240118-10:29:30-106821,config,,,*.*.bridging.streamRelay.typename,StreamRelayLayer,,
General-0-20240118-10:29:30-106821,config,,,*.*.bridging.streamCoder.typename,StreamCoderLayer,,
General-0-20240118-10:29:30-106821,config,,,*.streamRedundancyConfigurator.typename,StreamRedundancyConfigurator,,
General-0-20240118-10:29:30-106821,config,,,*.host0.eth[0].bitrate,1000Mbps,,
General-0-20240118-10:29:30-106821,config,,,*.switch0.eth[0].bitrate,1000Mbps,,
General-0-20240118-10:29:30-106821,config,,,*.switch0.eth[1].bitrate,1400Mbps,,
General-0-20240118-10:29:30-106821,config,,,*.switch0.eth[2].bitrate,2000Mbps,,
General-0-20240118-10:29:30-106821,config,,,*.switch0.eth[3].bitrate,2400Mbps,,
General-0-20240118-10:29:30-106821,config,,,*.switch0.eth[4].bitrate,1500Mbps,,
